  01-01-2014
 0 02-01-2014
 2.4 03-01-2014
 1.6 04-01-2014
 0 05-01-2014
 0 06-01-2014
 0 07-01-2014
 0 08-01-2014
 0 09-01-2014
 0 10-01-2014
 0 11-01-2014
 0 12-01-2014
 5.2 13-01-2014
 0 14-01-2014
 0.2 15-01-2014
 2 16-01-2014
 0.2 17-01-2014
 16.2 18-01-2014
 15.8 19-01-2014
 0 20-01-2014
 0 21-01-2014
 9.8 22-01-2014
 0 23-01-2014
 0 24-01-2014
 0 25-01-2014
 0 26-01-2014
 0 27-01-2014
 0 28-01-2014
 0.2 29-01-2014
 0 30-01-2014
 0.6 31-01-2014
 0 01-02-2014
 0 02-02-2014
 1 03-02-2014
 4.6 04-02-2014
 4 05-02-2014
 0.6 06-02-2014
 6 07-02-2014
 2 08-02-2014
 3.4 09-02-2014
 5.8 10-02-2014
 0.2 11-02-2014
 4.6 12-02-2014
 0.2 13-02-2014
 0.4 14-02-2014
 0.2 15-02-2014
 0 16-02-2014
 0 17-02-2014
 0 18-02-2014
 0 19-02-2014
 0 20-02-2014
 0.2 21-02-2014
 0 22-02-2014
 0 23-02-2014
 2.8 24-02-2014
 1.4 25-02-2014
 0.2 26-02-2014
 0 27-02-2014
 0 28-02-2014
 0 01-03-2014
 0 02-03-2014
 0 03-03-2014
 0 04-03-2014
 0 05-03-2014
 0 06-03-2014
 0 07-03-2014
 0 08-03-2014
 0 09-03-2014
 0 10-03-2014
 0 11-03-2014
 0 12-03-2014
 0 13-03-2014
 0.4 14-03-2014
 0.2 15-03-2014
 0 16-03-2014
 0 17-03-2014
 0 18-03-2014
 0 19-03-2014
 0 20-03-2014
 0 21-03-2014
 0 22-03-2014
 0.4 23-03-2014
 0 24-03-2014
 0 25-03-2014
 0.2 26-03-2014
 0 27-03-2014
 16 28-03-2014
 4.8 29-03-2014
 0 30-03-2014
 11.6 31-03-2014
 4.8 01-04-2014
 36.6 02-04-2014
 1.2 03-04-2014
 0.2 04-04-2014
 0 05-04-2014
 0 06-04-2014
 0 07-04-2014
 0 08-04-2014
 0 09-04-2014
 0 10-04-2014
 0 11-04-2014
 0 12-04-2014
 0 13-04-2014
 0 14-04-2014
 0 15-04-2014
 0 16-04-2014
 0 17-04-2014
 0 18-04-2014
 0 19-04-2014
 21.4 20-04-2014
 7.4 21-04-2014
 3.2 22-04-2014
 0 23-04-2014
 0 24-04-2014
 0 25-04-2014
 0 26-04-2014
 0 27-04-2014
 0 28-04-2014
 0 29-04-2014
 0 30-04-2014
 0,  01-05-2014
 0 02-05-2014
 0 03-05-2014
 0 04-05-2014
 0 05-05-2014
 0 06-05-2014
 0 07-05-2014
 0 08-05-2014
 0 09-05-2014
 0 10-05-2014
 0 11-05-2014
 0 12-05-2014
 0 13-05-2014
 0 14-05-2014
 0 15-05-2014
 0 16-05-2014
 0 17-05-2014
 0 18-05-2014
 0 19-05-2014
 0 20-05-2014
 22.6 21-05-2014
 0.2 22-05-2014
 0 23-05-2014
 0 24-05-2014
 0 25-05-2014
 0 26-05-2014
 0 27-05-2014
 0 28-05-2014
 0 29-05-2014
 0 30-05-2014
 0 31-05-2014
 0 01-06-2014
 0 02-06-2014
 0 03-06-2014
 0 04-06-2014
 0 05-06-2014
 0 06-06-2014
 0 07-06-2014
 0 08-06-2014
 0 09-06-2014
 0 10-06-2014
 0 11-06-2014
 0 12-06-2014
 0 13-06-2014
 0 14-06-2014
 0 15-06-2014
 0 16-06-2014
 0 17-06-2014
 0 18-06-2014
 0 19-06-2014
 0 20-06-2014
 0 21-06-2014
 0.8 22-06-2014
 1 23-06-2014
 0.2 24-06-2014
 3.6 25-06-2014
 0 26-06-2014
 0 27-06-2014
 0 28-06-2014
 0 29-06-2014
 0 30-06-2014
 0 01-07-2014
 0 02-07-2014
 0.4 03-07-2014
 0 04-07-2014
 0 05-07-2014
 0 06-07-2014
 0 07-07-2014
 0 08-07-2014
 0 09-07-2014
 0 10-07-2014
 0 11-07-2014
 0 12-07-2014
 0 13-07-2014
 0 14-07-2014
 0 15-07-2014
 0 16-07-2014
 0 17-07-2014
 0 18-07-2014
 0 19-07-2014
 0 20-07-2014
 0 21-07-2014
 0 22-07-2014
 0 23-07-2014
 0 24-07-2014
 0 25-07-2014
 0 26-07-2014
 0 27-07-2014
 0 28-07-2014
 0 29-07-2014
 0 30-07-2014
 0 31-07-2014
 0 01-08-2014
 0 02-08-2014
 0 03-08-2014
 0 09-08-2014
 0 10-08-2014
 0 11-08-2014
 0 12-08-2014
 0 13-08-2014
 0 14-08-2014
 0 15-08-2014
 0 16-08-2014
 0 17-08-2014
 0 18-08-2014
 0 19-08-2014
 0 20-08-2014
 0 21-08-2014
 0 22-08-2014
 0 23-08-2014
 0 24-08-2014
 0 25-08-2014
 0 26-08-2014
 0 27-08-2014
 0 28-08-2014
 0 29-08-2014
 0 30-08-2014
 0 31-08-2014
 0 01-09-2014
 0 02-09-2014
 0,  03-09-2014
 0 04-09-2014
 0 05-09-2014
 0 06-09-2014
 0 07-09-2014
 0 08-09-2014
 0 09-09-2014
 0 10-09-2014
 0.2 11-09-2014
 0 12-09-2014
 0 13-09-2014
 0 14-09-2014
 0 15-09-2014
 0 16-09-2014
 1.2 17-09-2014
 0 18-09-2014
 1.2 19-09-2014
 1.4 20-09-2014
 0 21-09-2014
 2.8 22-09-2014
 0.2 23-09-2014
 0 24-09-2014
 0 25-09-2014
 0 26-09-2014
 0.8 27-09-2014
 0.2 28-09-2014
 0 29-09-2014
 0 30-09-2014
 0 01-10-2014
 0 02-10-2014
 0 03-10-2014
 0 04-10-2014
 0 05-10-2014
 0 06-10-2014
 0 07-10-2014
 0 08-10-2014
 0 09-10-2014
 13.8 10-10-2014
 3.8 11-10-2014
 33.6 12-10-2014
 0 13-10-2014
 20.2 14-10-2014
 0 15-10-2014
 1.4 16-10-2014
 0 17-10-2014
 0.2 18-10-2014
 0 19-10-2014
 0 20-10-2014
 0 21-10-2014
 0 22-10-2014
 0 23-10-2014
 0 24-10-2014
 0 25-10-2014
 0 26-10-2014
 0 27-10-2014
 0 28-10-2014
 0 29-10-2014
 0 30-10-2014
 0 31-10-2014
 0 01-11-2014
 0 02-11-2014
 0 03-11-2014
 5.2 04-11-2014
 0 05-11-2014
 0 06-11-2014
 0 07-11-2014
 2.8 08-11-2014
 3.4 09-11-2014
 0.2 10-11-2014
 28.8 11-11-2014
 0.6 12-11-2014
 0.6 13-11-2014
 20.4 14-11-2014
 0.6 15-11-2014
 0.2 16-11-2014
 0 17-11-2014
 0 18-11-2014
 0 19-11-2014
 0 20-11-2014
 0 21-11-2014
 0 22-11-2014
 0 23-11-2014
 28.4 24-11-2014
 0 25-11-2014
 0 26-11-2014
 13.5 27-11-2014
 36.4 28-11-2014
 5.8 29-11-2014
 0.6 30-11-2014
 0 01-12-2014
 0 02-12-2014
 0 03-12-2014
 0 04-12-2014
 0 05-12-2014
 0 06-12-2014
 0 07-12-2014
 0 08-12-2014
 0 09-12-2014
 0 10-12-2014
 0 11-12-2014
 0 12-12-2014
 0 13-12-2014
 25.1 14-12-2014
 2.4 15-12-2014
 0 16-12-2014
 0 17-12-2014
 0 18-12-2014
